data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-10-01 22:57:52.531861;469;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Holly Wu;feminino;dinheiro
2025-10-02 00:09:50.975809;470;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Jerry Sherrill;masculino;pix
2025-10-02 14:32:54.830238;471;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Flora Aguiar;feminino;boleto
2025-10-02 14:40:49.675078;472;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Richard Cunningham;masculino;pix
2025-10-02 18:40:50.781299;473;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Matthew Watkins;masculino;pix
2025-10-02 18:48:54.329581;474;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Rudolph Barry;masculino;cartão de crédito
2025-10-02 21:47:53.419289;475;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Kelly Preston;feminino;dinheiro
2025-10-02 21:49:54.829464;476;São Paulo;Ana Oliveira;Smartwatch Garmin;Denise Colbert;feminino;pix
2025-10-02 23:17:50.190463;477;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Victor Harris;masculino;dinheiro
2025-10-02 23:44:54.401020;478;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Michael Thomas;masculino;cartão de crédito
2025-10-03 21:48:49.172713;479;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Barbara Johnson;feminino;boleto
2025-10-03 22:47:54.085873;480;Florianópolis;Tiago Lima;Tablet Apple Ipad;Rachel Laflamme;feminino;boleto
2025-10-04 00:00:49.597764;481;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Darren Pinchback;masculino;cartão de crédito
2025-10-04 00:03:48.715301;482;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Elida Bannister;feminino;pix
2025-10-04 00:05:53.717944;483;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Joe Zirin;masculino;dinheiro
2025-10-04 01:17:49.557626;484;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Margaret Brown;feminino;cartão de crédito
2025-10-04 20:47:49.985717;485;São Paulo;Ana Oliveira;Fone de Ouvido Sony;William Laws;masculino;cartão de crédito
2025-10-04 21:14:55.410614;486;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Agnes Martin;feminino;dinheiro
2025-10-05 01:16:50.403155;487;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Joseph Kern;masculino;pix
2025-10-05 16:17:52.575404;488;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Esmeralda Bunce;feminino;cartão de crédito
2025-10-05 19:01:52.525505;489;Florianópolis;Tiago Lima;Smartwatch Garmin;Richard Dingle;masculino;boleto
2025-10-05 19:14:47.611434;490;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Nakita Sellers;feminino;boleto
2025-10-05 19:35:48.979587;491;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Hubert Ortiz;masculino;pix
2025-10-05 21:30:49.706508;492;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Melissa Alexander;feminino;cartão de crédito
2025-10-05 21:40:48.165541;493;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Georgetta Huber;feminino;cartão de crédito
2025-10-05 21:58:48.613430;494;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Willie Hyatt;masculino;dinheiro
2025-10-05 23:13:50.584496;495;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Jacob Ely;masculino;cartão de crédito
2025-10-05 23:36:52.895773;496;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;William Cruz;masculino;dinheiro
2025-10-06 00:41:50.458613;497;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Vicente Eck;masculino;pix
2025-10-06 01:20:53.246567;498;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Richard Donaldson;masculino;dinheiro
2025-10-06 17:58:48.736033;499;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Jose Kantrowitz;masculino;boleto
2025-10-06 21:21:54.469601;500;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Maria Palmer;feminino;pix
2025-10-07 01:19:51.397213;501;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Gregg Keller;masculino;cartão de crédito
2025-10-08 00:43:52.239851;502;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Anna Henriquez;feminino;cartão de crédito
2025-10-08 01:12:50.774782;503;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Hattie Baxter;feminino;pix
2025-10-08 19:52:49.273436;504;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Delia Wengerd;feminino;pix
2025-10-08 22:15:53.017388;505;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Jamie Walker;feminino;pix
2025-10-09 17:26:55.006536;506;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Jewel Brewer;feminino;boleto
2025-10-09 18:52:51.398942;507;Florianópolis;Tiago Lima;Smartwatch Garmin;Kelvin Forney;masculino;cartão de crédito
2025-10-09 19:29:54.330445;508;Florianópolis;Gabriela Santos;Smartwatch Garmin;Richard Ketter;masculino;cartão de crédito
2025-10-10 20:49:54.807899;509;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;John Garcia;masculino;cartão de crédito
2025-10-10 22:07:52.760361;510;Florianópolis;Gabriela Santos;Smartwatch Garmin;Larry Bucher;masculino;cartão de crédito
2025-10-11 00:56:50.643079;511;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Erlinda Parvin;feminino;dinheiro
2025-10-11 01:15:47.766422;512;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Stephen Gales;masculino;cartão de crédito
2025-10-11 14:32:51.013320;513;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Phyllis Baker;feminino;pix
2025-10-11 21:56:48.563636;514;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Lawrence Adon;masculino;boleto
2025-10-11 22:58:53.193216;515;São Paulo;Ana Oliveira;Tablet Apple Ipad;Raymond Aguilar;masculino;pix
2025-10-12 01:21:53.819205;516;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Richard Fravel;masculino;cartão de crédito
2025-10-12 15:00:47.790294;517;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Kelvin Ress;masculino;dinheiro
2025-10-12 18:06:49.745464;518;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Daniel Curbelo;masculino;pix
2025-10-12 21:01:53.516690;519;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Gerard Zana;masculino;dinheiro
2025-10-12 21:15:51.851381;520;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Barry Kowalchuk;masculino;boleto
2025-10-12 21:19:50.638704;521;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Richard Mcgee;masculino;dinheiro
2025-10-12 21:47:49.348851;522;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Shirley Pond;feminino;pix
2025-10-13 01:05:53.247108;523;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Gerald Dixon;masculino;pix
2025-10-13 15:29:48.462800;524;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Nathaniel Stewart;masculino;pix
2025-10-13 16:59:48.419684;525;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;John Felton;masculino;cartão de crédito
2025-10-13 18:42:51.577108;526;Florianópolis;Gabriela Santos;Smartwatch Garmin;Sherrie Schuster;feminino;cartão de crédito
2025-10-14 15:17:50.191733;527;São Paulo;Ana Oliveira;Tablet Apple Ipad;Brandon Medina;masculino;dinheiro
2025-10-14 15:36:50.066373;528;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Cheryl Dunkle;feminino;cartão de crédito
2025-10-14 18:24:48.086290;529;São Paulo;Lucas Pereira;Smartwatch Garmin;Jose Paul;masculino;cartão de crédito
2025-10-14 19:40:50.363381;530;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Enrique Akridge;masculino;pix
2025-10-14 19:56:52.053270;531;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;James Kozak;masculino;dinheiro
2025-10-14 23:55:52.619100;532;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Stephanie Horn;feminino;cartão de crédito
2025-10-15 00:16:49.517836;533;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Pearl Gonzalez;feminino;boleto
2025-10-15 18:05:49.169220;534;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Aurelio Smith;masculino;cartão de crédito
2025-10-15 18:24:54.254333;535;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;John Steinmetz;masculino;dinheiro
2025-10-15 20:07:52.184741;536;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Steven Rubenstein;masculino;dinheiro
2025-10-15 20:15:48.151883;537;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Cinda Powers;feminino;pix
2025-10-15 20:31:54.374541;538;São Paulo;Lucas Pereira;Smartwatch Garmin;Will Foxman;masculino;dinheiro
2025-10-15 21:55:55.305108;539;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Tim Martin;masculino;dinheiro
2025-10-15 22:43:54.836809;540;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Randell Flowers;masculino;pix
2025-10-16 00:24:49.556347;541;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Tammie Perry;feminino;cartão de crédito
2025-10-16 00:57:55.057998;542;Florianópolis;Gabriela Santos;Smartwatch Garmin;Nathaniel Ragland;masculino;pix
2025-10-16 14:49:52.233640;543;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Marie Lacour;feminino;cartão de crédito
2025-10-16 16:44:53.023400;544;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Elsie Mark;feminino;dinheiro
2025-10-16 17:54:50.862792;545;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Bertha Jones;feminino;pix
2025-10-16 19:07:51.036654;546;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Todd Everette;masculino;dinheiro
2025-10-16 19:36:51.012363;547;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;John Farrell;masculino;boleto
2025-10-16 19:50:53.757433;548;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Helen Clark;feminino;dinheiro
2025-10-16 20:20:50.929706;549;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Judy Bryant;feminino;dinheiro
2025-10-16 20:53:49.511365;550;São Paulo;Ana Oliveira;Tablet Apple Ipad;Joan Anderson;feminino;pix
2025-10-16 21:10:54.497558;551;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Greg Owens;masculino;boleto
2025-10-16 21:33:49.681936;552;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Sheila Jose;feminino;pix
2025-10-17 00:01:55.046741;553;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Cynthia Gates;feminino;dinheiro
2025-10-17 00:53:55.047391;554;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Edward Scanlon;masculino;boleto
2025-10-17 01:20:53.112449;555;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Charles Campbell;masculino;boleto
2025-10-17 16:52:49.504131;556;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Bronwyn Reynolds;feminino;dinheiro
2025-10-17 20:06:52.557465;557;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Irene Rosenberg;feminino;pix
2025-10-17 20:29:49.814581;558;São Paulo;Ana Oliveira;Tablet Apple Ipad;William Kingsley;masculino;boleto
2025-10-17 22:53:54.659639;559;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Robert Ward;masculino;dinheiro
2025-10-18 18:55:52.070516;560;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Shannon Tobe;feminino;pix
2025-10-18 23:12:51.235906;561;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Clarence Webb;masculino;cartão de crédito
2025-10-19 15:26:49.959971;562;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Nathaniel Caraway;masculino;pix
2025-10-19 15:47:49.553508;563;São Paulo;Lucas Pereira;Tablet Apple Ipad;Jessica Dryden;feminino;cartão de crédito
2025-10-19 16:29:50.387787;564;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Vaughn Rabago;masculino;dinheiro
2025-10-19 17:26:54.613896;565;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Alberta Green;feminino;cartão de crédito
2025-10-19 20:26:53.011784;566;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Anthony Scherer;masculino;cartão de crédito
2025-10-19 21:58:54.425428;567;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Troy Self;masculino;cartão de crédito
2025-10-20 01:24:48.612308;568;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Joaquin Stephens;masculino;cartão de crédito
2025-10-20 16:46:54.939827;569;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Lewis Mcconkey;masculino;boleto
2025-10-20 17:18:50.782204;570;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Christopher Hallowell;masculino;pix
2025-10-20 17:31:48.181097;571;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Jean Smith;feminino;dinheiro
2025-10-20 20:07:51.123166;572;Florianópolis;Gabriela Santos;Smartwatch Garmin;Robert Scanlon;masculino;dinheiro
2025-10-20 22:01:50.649707;573;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Gloria Faulkner;feminino;dinheiro
2025-10-21 15:21:53.339687;574;São Paulo;Ana Oliveira;Tablet Apple Ipad;Carlos Rossbach;masculino;boleto
2025-10-21 21:41:49.244709;575;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Robbin Winchel;feminino;boleto
2025-10-21 21:47:52.052695;576;Florianópolis;Tiago Lima;Smartwatch Garmin;Susan Francis;feminino;pix
2025-10-21 22:17:52.476025;577;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Bill Daly;masculino;boleto
2025-10-21 22:19:53.296840;578;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Helen Baysinger;feminino;pix
2025-10-22 01:22:48.536215;579;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Glenna Odell;feminino;cartão de crédito
2025-10-22 15:19:52.877737;580;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Mandy Carmody;feminino;dinheiro
2025-10-22 17:16:50.035253;581;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Franklin Smith;masculino;boleto
2025-10-22 18:12:52.372331;582;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;John Jacobs;masculino;cartão de crédito
2025-10-22 22:16:48.614528;583;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Elizabeth Griffiths;feminino;pix
2025-10-22 23:12:50.926269;584;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Shane Sanchez;masculino;dinheiro
2025-10-23 14:33:52.194361;585;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Dawn Webster;feminino;pix
2025-10-23 15:35:47.967362;586;Florianópolis;Gabriela Santos;Smartwatch Garmin;Eric Wade;masculino;dinheiro
2025-10-23 18:49:50.009538;587;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Curtis Cannaday;masculino;boleto
2025-10-23 19:00:50.414800;588;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Sheldon Hayton;masculino;cartão de crédito
2025-10-23 19:06:49.883900;589;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Shelia Stark;feminino;pix
2025-10-23 19:21:47.789890;590;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Eloise Woods;feminino;boleto
2025-10-23 21:35:54.112074;591;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Antonio Smith;masculino;cartão de crédito
2025-10-23 21:39:48.671802;592;São Paulo;Lucas Pereira;Fone de Ouvido Sony;George Alkire;masculino;cartão de crédito
2025-10-23 22:03:51.169208;593;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Amber Steins;feminino;dinheiro
2025-10-24 17:44:48.153091;594;São Paulo;Lucas Pereira;Notebook Dell Inspiron;George Lor;masculino;pix
2025-10-24 17:56:48.668311;595;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Linda Stumpf;feminino;cartão de crédito
2025-10-24 21:20:51.826450;596;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Bruce Trias;masculino;boleto
2025-10-24 23:26:48.974538;597;São Paulo;Ana Oliveira;Smartwatch Garmin;Luz Helton;feminino;boleto
2025-10-25 00:15:54.717714;598;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;James Canady;masculino;cartão de crédito
2025-10-25 00:40:50.987871;599;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Anthony Kiehl;masculino;cartão de crédito
2025-10-25 15:48:54.844414;600;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Christine Wu;feminino;cartão de crédito
2025-10-25 15:50:52.445131;601;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Todd Cain;masculino;cartão de crédito
2025-10-25 17:02:51.522494;602;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Crystal Mccall;feminino;dinheiro
2025-10-25 17:21:50.035501;603;Belo Horizonte;Carlos Silva;Smartwatch Garmin;John Williams;masculino;pix
2025-10-25 18:21:49.150795;604;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Sandra Fleming;feminino;dinheiro
2025-10-25 22:43:49.684988;605;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Deanna Young;feminino;cartão de crédito
2025-10-26 15:52:51.664178;606;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Nola Brinkmann;feminino;cartão de crédito
2025-10-26 18:29:51.375844;607;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Lori Lacomb;feminino;dinheiro
2025-10-26 20:43:47.800862;608;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Deborah Lopez;feminino;boleto
2025-10-26 22:18:51.763033;609;Florianópolis;Tiago Lima;Tablet Apple Ipad;Peggy Seibel;feminino;dinheiro
2025-10-27 00:39:55.050055;610;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Matthew Blanchard;masculino;boleto
2025-10-27 15:35:48.423016;611;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Robert Suarez;masculino;dinheiro
2025-10-27 15:38:50.199152;612;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Casey Fitzgerald;masculino;boleto
2025-10-27 18:21:50.637114;613;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Betty Sandoval;feminino;pix
2025-10-27 23:14:51.809104;614;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Mary Hanson;feminino;cartão de crédito
2025-10-28 00:25:50.800263;615;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;John Goldstein;masculino;pix
2025-10-28 01:10:48.493980;616;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Mary Lieder;feminino;cartão de crédito
2025-10-28 19:03:52.372581;617;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Mark Swinney;masculino;cartão de crédito
2025-10-28 19:15:50.299847;618;São Paulo;Lucas Pereira;Tablet Apple Ipad;Billy Porter;masculino;pix
2025-10-28 20:56:53.582063;619;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Christopher Morrissey;masculino;dinheiro
2025-10-28 21:10:55.314501;620;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Lana Dugger;feminino;boleto
2025-10-28 23:18:52.482777;621;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Elsie Dade;feminino;dinheiro
2025-10-28 23:19:54.342142;622;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Peter Mays;masculino;pix
2025-10-29 00:47:48.881532;623;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Anna Hughes;feminino;cartão de crédito
2025-10-29 17:54:53.561383;624;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Calvin Yaeger;masculino;dinheiro
2025-10-29 18:15:52.541637;625;Florianópolis;Gabriela Santos;Smartwatch Garmin;David Bailey;masculino;cartão de crédito
2025-10-29 18:23:51.137735;626;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Marie Tyson;feminino;dinheiro
2025-10-29 18:33:49.322142;627;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Charles Krenz;masculino;dinheiro
2025-10-29 20:56:54.845391;628;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Ronald Poole;masculino;cartão de crédito
2025-10-29 23:23:54.424217;629;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Francisco Rodriguez;masculino;cartão de crédito
2025-10-30 17:27:50.035896;630;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Jennifer Nowicki;feminino;boleto
2025-10-30 18:54:50.637532;631;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Alfredo Overton;masculino;boleto
2025-10-30 21:26:53.588285;632;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Stacey Stebner;masculino;pix
2025-10-31 00:39:51.679471;633;Florianópolis;Tiago Lima;Smartwatch Garmin;Dorothy Lovette;feminino;dinheiro
2025-10-31 00:57:49.645081;634;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Robert Bradshaw;masculino;dinheiro
2025-10-31 21:39:49.239219;635;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Robert Buff;masculino;cartão de crédito
2025-11-01 15:09:48.601795;636;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Rod Mcalpine;masculino;dinheiro
2025-11-01 15:21:52.845674;637;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Roberta Delossantos;feminino;dinheiro
2025-11-01 16:17:53.028055;638;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Roger Jamison;masculino;boleto
2025-11-01 17:43:48.213894;639;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Edith Dejesus;feminino;cartão de crédito
2025-11-01 18:43:48.558160;640;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Dianna Keefer;feminino;pix
2025-11-01 22:20:51.036441;641;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Kenneth Sullivan;masculino;dinheiro
2025-11-02 00:12:54.401442;642;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Myrna Garrett;feminino;dinheiro
2025-11-02 15:31:51.122744;643;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Gayle Bennett;feminino;boleto
2025-11-02 17:20:52.875452;644;Florianópolis;Gabriela Santos;Smartwatch Garmin;Holly Cowley;feminino;pix
2025-11-02 20:17:54.948510;645;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Derrick Batista;masculino;pix
2025-11-02 21:09:52.221311;646;São Paulo;Lucas Pereira;Tablet Apple Ipad;Catherine Linderman;feminino;boleto
2025-11-02 22:30:48.288418;647;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Willie Latta;masculino;cartão de crédito
2025-11-02 22:42:53.568383;648;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Charlotte Ontiveros;feminino;boleto
2025-11-02 23:31:50.104423;649;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Derrick Seibel;masculino;pix
2025-11-03 15:26:49.780649;650;Florianópolis;Tiago Lima;Tablet Apple Ipad;Shirley Brown;feminino;boleto
2025-11-03 19:09:51.012829;651;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Jennifer Lawson;feminino;pix
2025-11-03 21:44:48.728517;652;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;James Carter;masculino;boleto
2025-11-03 22:32:48.607284;653;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Johnnie Ferraro;feminino;cartão de crédito
2025-11-04 15:55:53.126011;654;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Donald Gates;masculino;boleto
2025-11-04 18:56:52.501579;655;São Paulo;Lucas Pereira;Tablet Apple Ipad;Stella Peters;feminino;pix
2025-11-04 19:08:50.424962;656;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Howard Slaton;masculino;pix
2025-11-04 22:59:54.073423;657;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Johnny Duke;masculino;cartão de crédito
2025-11-05 00:16:48.596637;658;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Doris Kuehl;feminino;boleto
2025-11-05 01:26:48.617278;659;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Manuel Hansen;masculino;cartão de crédito
2025-11-05 23:58:48.677203;660;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Debra Schneider;feminino;boleto
2025-11-06 16:57:54.823189;661;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Joseph Rene;masculino;dinheiro
2025-11-06 17:14:51.686242;662;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;David Bresnahan;masculino;boleto
2025-11-06 17:25:53.713272;663;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Reba Charest;feminino;cartão de crédito
2025-11-06 19:11:54.399583;664;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Carly Ford;feminino;dinheiro
2025-11-06 19:26:53.095358;665;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Nicholas Kropp;masculino;cartão de crédito
2025-11-06 21:55:50.380493;666;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Mary Trojanowski;feminino;boleto
2025-11-06 23:26:50.685806;667;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Jonathan Batdorf;masculino;dinheiro
2025-11-07 16:03:49.548732;668;Florianópolis;Gabriela Santos;Smartwatch Garmin;Harris Kugler;masculino;dinheiro
2025-11-07 16:13:47.888826;669;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Jackie Mcwethy;masculino;dinheiro
2025-11-07 19:24:49.861031;670;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Jana Frederick;feminino;boleto
2025-11-07 20:00:49.677952;671;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Adrian Wiggs;feminino;boleto
2025-11-07 20:27:49.367022;672;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Al Lacy;masculino;pix
2025-11-07 21:48:54.018406;673;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Deborah Cook;feminino;pix
2025-11-07 22:23:50.272423;674;Florianópolis;Gabriela Santos;Smartwatch Garmin;Stephen Mccollum;masculino;cartão de crédito
2025-11-08 16:55:49.223165;675;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Andrea Pickup;feminino;dinheiro
2025-11-08 21:17:48.903661;676;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Nathaniel Flamer;masculino;dinheiro
2025-11-08 22:45:50.503909;677;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Ann Mckenzie;feminino;cartão de crédito
2025-11-08 23:15:47.801559;678;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Roy Dunn;masculino;cartão de crédito
2025-11-09 15:58:50.673290;679;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Matt Martinez;masculino;boleto
2025-11-09 18:32:52.204593;680;São Paulo;Lucas Pereira;Tablet Apple Ipad;Clinton Deoliveira;masculino;dinheiro
